Sample,WMGR,"WMGR, no SAR11","WMGR, copio","WMGR, Heterotrophs",WMCN,"WMCN, no SAR11","WMCN, no CN1","WMCN, Heterotrophs",SAR11 rel. abund.,CN1 rel abund,Temperature,Phosphate,Nitrate,Chlorophylle-a,Date,Latitude,Longitude,Depth,Salinity,Oxygen,pH,Ammonia,DOC,DIC,POC,Nitrogen Dioxide,SIOH4,Day Length (hours),Nitrate/Nitrite,Silicate,Size fraction lower threshold,Size fraction upper threshold,Filter Fraction,Sample Site,Nitrite,Salinity [PSU] Lab,Oxygen.1,CO2,Chlf: CTD,Satellite_Chla_mean,Chl_A_Sat,ChlA_Sat8,Insolation,Nitrogen
37053_SPT,0.101283078,0.113362114,0.218952875,0.098972369,1.37239928,2.197732815,2.366515056,1.349224274,0.689079839,0.727482491,10.396,0.79,,,42508,-50.00695,-169.99245,36.6,34.455,269.5,,(null),,,,,,,9.55,1.42,,,,3535,0.31,34.4561,269.9,2096.2,0.77,,,,,
37052_SPT,0.104029713,0.115175671,0.232317791,0.102858832,1.427273198,2.286380206,2.428650889,1.4153282,0.667848435,0.700925397,9.012,1.08,,,42508,-50.00695,-169.99245,85.8,34.31,277.2,,(null),,,,,,,14.64,2.53,,,,3533,0.27,34.3269,275.8,2110.6,0.44,,,,,
34528_SPT,0.093502791,0.099962439,0.306895097,0.093281335,1.487312229,2.15880702,2.477290356,1.485537305,0.579470765,0.670131043,10.307,0.91,,,42508,-50.00988,-169.98953,115.9,34.731,245,,(null),,,,,,,12.48,2.81,,,,3532,0.01,34.7257,245.6,2123,0.01,,,,,
37051_SPT,0.131552651,0.143926856,0.500086585,0.131550077,1.611134116,2.309191313,2.67216461,1.610886804,0.533197241,0.634525146,6.762,1.56,,,42508,-50.00695,-169.99245,536.7,34.359,240.6,,(null),,,,,,,22.87,10.18,,,,3525,0,34.3579,241.5,2150.8,-999,,,,,
37050_SPT,0.12706699,0.143248453,0.476713884,0.12706699,1.509503044,2.429750788,2.698698676,1.509474283,0.643642061,0.70006273,4.029,2.15,,,42508,-50.00695,-169.99245,1036.1,34.327,203.5,,(null),,,,,,,31.59,37.03,,,,3520,0,34.3291,203.9,2206.7,-999,,,,,
37049_SPT,0.186551537,0.208771748,0.5302853,0.186574489,1.766781713,2.565296568,2.871586672,1.76657744,0.510136463,0.590303925,2.321,2.23,,,42508,-50.00695,-169.99245,2085.3,34.68,177.7,,(null),,,,,,,32.49,80.63,,,,3513,0,34.6804,177.9,2255.4,-999,,,,,
37048_SPT,0.337998154,0.345968842,0.483455603,0.337998154,2.540214354,2.974636753,3.213817292,2.540214354,0.220001172,0.304272146,1.033,2.23,,,42508,-50.00695,-169.99245,5476.3,34.703,209.9,,(null),,,,,,,32.34,122.44,,,,3501,0,34.7053,208.5,2262.6,-999,,,,,
34398_SPT,0.106798508,0.12315186,0.223174774,0.105322717,1.367447536,2.238578,2.356859971,1.349351248,0.703331129,0.729192736,9.087,1.06,,,42508,-49.4931,-170.01575,14.5,34.292,278.1,,0.146,,,,,,,14.11,2.1,,,,3636,0.29,34.2934,278.7,2105.3,0.74,,,,,
37059_SPT,0.107230571,0.122379975,0.21408198,0.105100194,1.405814706,2.305984011,2.422492051,1.382702407,0.68926518,0.71471566,9.058,1.06,,,42508,-49.4991,-170.0165,19.2,34.288,278,,(null),,,,,,,14.18,2.11,,,,3634,0.29,34.2877,279,-999,0.83,,,,,
37058_SPT,0.102136958,0.11612749,0.218354974,0.10049139,1.346311464,2.27769576,2.394052619,1.32977359,0.728956239,0.751579345,9.017,1.07,,,42508,-49.4991,-170.0165,63.2,34.284,278.6,,(null),,,,,,,14.3,2.15,,,,3633,0.29,34.2835,279.1,-999,0.79,,,,,
34529_SPT,0.098044686,0.108991855,0.234707573,0.097214213,1.358833586,2.242834147,2.412331543,1.350813932,0.71127798,0.745928222,9.212,1.07,,,42508,-49.4931,-170.01575,90.8,34.419,265.6,,0.123,,,,,,,14.7,2.53,,,,3632,0.14,34.437,264.7,-999,0.22,,,,,
37057_SPT,0.094806439,0.099554953,0.358632376,0.094804299,1.641402491,2.356691645,2.672290064,1.641381267,0.527230456,0.616452609,7.247,1.4,,,42508,-49.4991,-170.0165,464.5,34.395,257.2,,(null),,,,,,,20.14,6.87,,,,3625,0.01,34.3941,258.5,2139.9,-999,,,,,
37056_SPT,0.126990853,0.135851694,0.414211798,0.126986907,1.728869647,2.48069195,2.723140553,1.728796287,0.507750652,0.577010914,4.907,2.01,,,42508,-49.4991,-170.0165,965.3,34.33,209.2,,(null),,,,,,,29.53,27.44,,,,3620,0,34.3282,209.8,2187.9,-999,,,,,
37055_SPT,0.207684256,0.237992223,0.696681558,0.207708997,1.664306366,2.545734513,2.921603039,1.66400829,0.570232559,0.654295735,2.465,2.32,,,42508,-49.4991,-170.0165,1964.7,34.629,171.5,,(null),,,,,,,33.56,79.99,,,,3613,0,34.628,171.7,2258.4,-999,,,,,
37054_SPT,0.236572233,0.251371876,0.596438463,0.236605149,1.798711185,2.236226068,2.789007617,1.798508717,0.353911711,0.553545118,1.023,2.24,,,42508,-49.4991,-170.0165,5307.4,34.704,209.1,,(null),,,,,,,32.31,121.85,,,,3601,0,34.7048,208.3,2260.8,-999,,,,,
34399_SPT,0.116321219,0.135692296,0.210946891,0.112827885,1.451051982,2.207277149,2.307725209,1.412636721,0.626389034,0.655086574,10.318,0.82,,,42509,-48.99862,-170.00487,8.4,34.501,269.9,,0.119,,,,,,,10.01,1.42,,,,3736,0.31,34.5009,270.6,2097.6,0.2,,,,,
37065_SPT,0.100613078,0.112421873,0.216529688,0.099122488,1.336414265,2.177123114,2.357066777,1.319033225,0.71420639,0.752101908,10.315,0.83,,,42509,-48.9954,-170.0036,50.4,34.501,269.5,,(null),,,,,,,10.14,1.45,,,,3734,0.31,34.501,270.4,2129.5,-999,,,,,
37064_SPT,0.104618778,0.118380801,0.221283804,0.102834904,1.377656513,2.213659407,2.360377926,1.35910737,0.688828257,0.722388532,10.264,0.85,,,42509,-48.9954,-170.0036,76.6,34.499,269.4,,(null),,,,,,,10.49,1.51,,,,3733,0.32,34.4913,270.3,2097.7,0.17,,,,,
34530_SPT,0.12039261,0.13353388,0.343014586,0.120371505,1.59067348,2.252874285,2.579139795,1.59013722,0.528545292,0.625952381,9.536,1.06,,,42509,-48.99862,-170.00487,150.1,34.662,245.3,,0.083,,,,,,,14.55,3.51,,,,3731,0.02,34.6528,245.9,2108.3,0.01,,,,,
37063_SPT,0.117376727,0.127916942,0.409827443,0.117376331,1.606393079,2.379396669,2.69876132,1.606386108,0.560392531,0.643038094,7.268,1.42,,,42509,-48.9954,-170.0036,400.8,34.393,255.4,,(null),,,,,,,20.33,6.91,,,,3725,0.01,34.3918,257.1,2143.4,-999,,,,,
37062_SPT,0.113334799,0.123365915,0.457779924,0.113325111,1.587284337,2.421249403,2.713097665,1.587170123,0.586783055,0.657179886,5.001,2.02,,,42509,-48.9954,-170.0036,1000,34.331,208.4,,(null),,,,,,,29.42,26.87,,,,3720,0,34.3328,209,2186.3,-999,,,,,
37061_SPT,0.171134895,0.193928779,0.664337904,0.171135326,1.547607385,2.182987021,2.474390471,1.547602306,0.537097724,0.628587274,2.487,2.36,,,42509,-48.9954,-170.0036,1999.2,34.622,169.2,,(null),,,,,,,33.89,82.94,,,,3713,0,34.6213,168.9,2263.9,-999,,,,,
37060_SPT,0.190441457,0.202570692,0.517868359,0.190522633,1.674501662,2.095948538,2.629559628,1.673914125,0.384549877,0.586083473,1.026,2.25,,,42509,-48.9954,-170.0036,5339.6,34.704,208.9,,(null),,,,,,,32.38,122.01,,,,3701,0,34.7051,208.9,2263.2,-999,,,,,
34400_SPT,0.107700079,0.124640774,0.235493436,0.105538622,1.393747396,2.213237164,2.348758011,1.368311406,0.675457192,0.708066686,10.632,0.76,,,42509,-48.50822,-170.00367,6.7,34.54,267.5,,0.143,,,,,,,9.04,1.37,,,,3836,0.27,34.5393,268.6,2094,0.36,,,,,
34672_SPT,0.10101819,0.113999552,0.225213746,0.09904839,1.373104694,2.203821222,2.365634721,1.351981085,0.69006636,0.72679027,10.575,0.76,,,42509,-48.502467,-170.000417,35,34.531,268,,(null),,,,,,,9.16,1.42,,,,3835,0.27,34.5342,268.5,-999,0.21,,,,,
34671_SPT,0.102196427,0.118142207,0.211881863,0.099316722,1.381446648,2.231638241,2.355161219,1.355293789,0.690293273,0.718523049,10.296,0.82,,,42509,-48.502467,-170.000417,60,34.483,269.6,,(null),,,,,,,10.15,1.54,,,,3834,0.27,34.4847,270.5,-999,0.22,,,,,
34531_SPT,0.099666218,0.105972145,0.362064422,0.0996401,1.565858541,2.090694945,2.469380382,1.565566256,0.481194496,0.614899894,9.814,0.97,,,42509,-48.50822,-170.00367,164.9,34.707,245.9,,0.152,,,,,,,13.25,3.18,,,,3831,0.01,34.7065,246.4,-999,0.06,,,,,
34670_SPT,0.104357014,0.111364664,0.390118194,0.104308331,1.59890334,2.27060278,2.598530308,1.598494691,0.528646286,0.625341267,7.418,1.38,,,42509,-48.502467,-170.000417,535,34.408,255.3,,(null),,,,,,,19.8,6.46,,,,3825,0.01,34.4019,259.1,-999,-999,,,,,
34669_SPT,0.132386962,0.14432804,0.451591738,0.13239497,1.694325334,2.399184839,2.695569572,1.694118122,0.503764396,0.590506137,5.276,1.96,,,42509,-48.502467,-170.000417,1035,34.344,207.9,,(null),,,,,,,28.77,24.86,,,,3820,0,34.3436,209.5,-999,-999,,,,,
34668_SPT,0.188548013,0.203883571,0.616406658,0.188591268,1.847985481,2.478907859,2.800113093,1.847850136,0.426613716,0.528926552,2.469,2.33,,,42509,-48.502467,-170.000417,2085,34.63,170.6,,(null),,,,,,,33.63,81.34,,,,3813,0,34.6293,170.8,-999,-999,,,,,
34667_SPT,0.262195247,0.275993591,0.501447433,0.262246092,1.898876717,2.27704335,2.741419155,1.898300535,0.2961267,0.483825181,1.033,2.24,,,42509,-48.502467,-170.000417,5390,34.704,209.1,,(null),,,,,,,32.35,122.1,,,,3801,0,34.7048,208.5,2262.1,-999,,,,,
34401_SPT,0.099873685,0.113424464,0.225744216,0.098167411,1.352049117,2.154515845,2.316226263,1.336176068,0.695067747,0.73253146,11.461,0.61,,,42509,-47.98972,-169.99103,6.5,34.617,262.1,,0.325,,,,,,,6.66,0.88,,,,3936,0.3,34.6177,263,2089.4,0.4,,,,,
34678_SPT,0.105957753,0.125978754,0.236118017,0.103767387,1.377899243,2.212263698,2.349621938,1.357497979,0.688269769,0.719996221,11.468,0.6,,,42509,-47.99455,-169.993033,40,34.619,262,,(null),,,,,,,6.67,0.88,,,,3934,0.3,34.6168,263,-999,0.27,,,,,
34677_SPT,0.098532431,0.110758281,0.208821884,0.096071702,1.364945801,2.173123952,2.336063651,1.344674946,0.688911133,0.726849989,11.471,0.61,,,42509,-47.99455,-169.993033,65,34.619,262,,(null),,,,,,,6.67,0.88,,,,3933,0.3,34.6177,263.2,2090,0.33,,,,,
34532_SPT,0.098877952,0.111620259,0.218941285,0.097205713,1.37606902,2.17004994,2.337096913,1.358863511,0.678587206,0.718742137,11.463,0.61,,,42509,-47.98972,-169.99103,91.5,34.619,261.7,,0.328,,,,,,,6.68,0.88,,,,3932,0.3,34.6168,263.1,2089.6,0.42,,,,,
34676_SPT,0.100357157,0.106033422,0.390670996,0.100316673,1.595925324,2.223023421,2.595711074,1.595469519,0.512744144,0.626545598,7.7,1.34,,,42509,-47.99455,-169.993033,465,34.432,251.2,,(null),,,,,,,19.41,5.91,,,,3925,0,34.4305,253,2138,-999,,,,,
34675_SPT,0.130810525,0.145924457,0.555574727,0.13081005,1.562440882,2.259871827,2.673392373,1.562143255,0.553572935,0.66389181,6.001,1.82,,,42509,-47.99455,-169.993033,965,34.371,210.8,,(null),,,,,,,26.95,18.91,,,,3920,0,34.3724,212,2171.2,-999,,,,,
34674_SPT,0.166645083,0.181003708,0.622123531,0.166674009,1.804725231,2.462771238,2.755049015,1.804469502,0.449862555,0.54147991,2.64,2.34,,,42509,-47.99455,-169.993033,1935,34.578,169.6,,(null),,,,,,,33.97,76.81,,,,3913,0,34.5769,169.8,2257.4,-999,,,,,
34673_SPT,0.28676236,0.306082138,0.611643712,0.287076489,1.620527766,2.180502681,2.660253836,1.619926488,0.474352938,0.626245245,1.028,2.22,,,42509,-47.99455,-169.993033,5400,34.703,208.8,,(null),,,,,,,32.17,121.8,,,,3901,0,34.705,210,2263,-999,,,,,
34402_SPT,0.108759872,0.12839737,0.218847967,0.105755351,1.406474424,2.201558643,2.32781848,1.375631945,0.661710707,0.693878019,11.677,0.6,,,42509,-47.48835,-169.98377,5.1,34.621,261.4,,0.146,,,,,,,6.43,0.86,,,,4036,0.3,34.62,262.5,2086.3,0.53,,,,,
37071_SPT,0.106439551,0.122336298,0.221478564,0.104365396,1.390215637,2.215843846,2.378450226,1.365921188,0.679057768,0.716917136,11.682,0.6,,,42509,-47.499267,-169.989033,34.5,34.621,261.7,,(null),,,,,,,6.44,0.87,,,,4034,0.3,34.6196,262.4,-999,0.63,,,,,
37070_SPT,0.102176853,0.117965404,0.212742059,0.099948112,1.359477826,2.19924598,2.351764007,1.337110452,0.700246795,0.734067616,11.684,0.6,,,42509,-47.499267,-169.989033,50.7,34.621,261.6,,(null),,,,,,,6.45,0.87,,,,4033,0.3,34.6197,262.6,-999,0.55,,,,,
34533_SPT,0.109309682,0.120755579,0.333535885,0.109282345,1.520372415,2.18109788,2.512710737,1.51995799,0.55941635,0.656000052,10.64,0.88,,,42509,-47.48835,-169.98377,149.7,34.812,239,,0.189,,,,,,,11.9,2.91,,,,4031,0.02,34.8048,240.1,2124.3,0.03,,,,,
37069_SPT,0.110928221,0.120330224,0.343965727,0.11091078,1.601875822,2.278126345,2.605575933,1.601562198,0.529095207,0.625134004,7.697,1.34,,,42509,-47.499267,-169.989033,500.1,34.433,254.3,,(null),,,,,,,19.21,5.86,,,,4025,0.01,34.4234,257.3,-999,-999,,,,,
37068_SPT,0.115327222,0.126839053,0.429333238,0.115327417,1.55021603,2.379785171,2.681647232,1.550069341,0.601230654,0.672811265,5.888,1.81,,,42509,-47.499267,-169.989033,1000.7,34.342,218.5,,(null),,,,,,,26.68,18.19,,,,4020,0.01,34.3389,220.6,-999,-999,,,,,
37067_SPT,0.185738852,0.213827902,0.624916979,0.185749904,1.637668028,2.540691639,2.895005324,1.637360723,0.586115734,0.663500666,2.623,2.33,,,42509,-47.499267,-169.989033,2000.3,34.582,170.5,,(null),,,,,,,33.86,76.22,,,,4013,0,34.5813,170.9,-999,-999,,,,,
37066_SPT,0.23168607,0.248596819,0.544151647,0.231733598,1.744944999,2.177970579,2.739724101,1.744680152,0.367603052,0.571802794,1.044,2.21,,,42509,-47.499267,-169.989033,5471.2,34.704,209.1,,(null),,,,,,,32.12,121.94,,,,4001,0,34.7049,208.3,2260.3,-999,,,,,
34403_SPT,0.1320659,0.166149943,0.282465173,0.130927512,1.448257776,2.352243527,2.471410901,1.418664005,0.6685081,0.695355134,11.464,0.6,,,42510,-47.11502,-170.4692,4.4,34.669,263.1,,0.165,,,,,,,6.22,0.98,,,,4136,0.32,34.6693,263.9,2097.1,0.84,,,,,
37077_SPT,0.253400318,0.31240853,0.443247774,0.261997021,1.856264745,2.984627523,3.15027244,1.842143892,0.568551411,0.601787788,11.398,0.61,,,42510,-47.112133,-170.468833,35.2,34.668,262.8,,(null),,,,,,,6.22,0.96,,,,4135,0.32,34.6668,263.9,-999,1.36,,,,,
37076_SPT,0.116044371,0.13307025,0.212315394,0.111549316,1.503070592,2.245410649,2.349955291,1.455443727,0.59606047,0.627342776,11.401,0.6,,,42510,-47.112133,-170.468833,59.8,34.671,262.7,,(null),,,,,,,6.23,0.96,,,,4134,0.32,34.6702,263.9,2091.3,0.86,,,,,
34534_SPT,0.113483368,0.1398565,0.267433501,0.112596964,1.376322225,2.245897323,2.415430849,1.364570945,0.697950852,0.734128852,11.295,0.66,,,42510,-47.11502,-170.4692,114.2,34.712,256.4,,(null),,,,,,,7.52,1.34,,,,4132,0.25,34.7105,258.6,2099.2,0.32,,,,,
37075_SPT,0.113510115,0.122385172,0.325438939,0.113582188,1.591449405,2.266036912,2.591468007,1.591032634,0.532833996,0.628362366,7.755,1.35,,,42510,-47.112133,-170.468833,534.7,34.436,251.6,,(null),,,,,,,19.34,5.73,,,,4125,0.01,34.4338,253,2136.9,-999,,,,,
37074_SPT,0.117047491,0.135512998,0.455545274,0.117052103,1.430406648,2.414429077,2.727262021,1.430326881,0.695702913,0.750815659,5.263,1.96,,,42510,-47.112133,-170.468833,1036.7,34.34,209.2,,(null),,,,,,,28.82,24.54,,,,4120,0,34.3371,210.7,2184.4,-999,,,,,
37073_SPT,0.21688419,0.260561156,0.665386236,0.216885797,1.619937375,2.713309298,2.984597256,1.619927138,0.638163771,0.687625601,2.694,2.34,,,42510,-47.112133,-170.468833,2085.7,34.547,175.1,,(null),,,,,,,33.89,68.66,,,,4113,0.01,34.5462,175.7,2249.5,-999,,,,,
37072_SPT,0.221602023,0.239632857,0.485583978,0.22160422,1.690332219,2.263365041,2.754038938,1.690324761,0.453576602,0.606432785,1.047,2.23,,,42510,-47.112133,-170.468833,5505.2,34.704,208.7,,(null),,,,,,,32.2,121.66,,,,4101,0,34.705,208.5,2260.9,-999,,,,,
34404_SPT,0.101079829,0.114116753,0.222175863,0.098747581,1.38497345,2.189910458,2.373803738,1.362836276,0.676468555,0.719775511,11.497,0.58,,,42510,-46.71238,-170.91183,11.1,34.679,262.1,,0.205,,,,,,,5.94,0.92,,,,4236,0.31,34.6794,262.9,2090.3,0.73,,,,,
37083_SPT,0.101004162,0.11070529,0.213126897,0.098384554,1.417442372,2.199099284,2.398659135,1.388299839,0.651870052,0.701541025,11.514,0.58,,,42510,-46.7187,-170.911483,40.4,34.68,262.2,,(null),,,,,,,5.95,0.91,,,,4234,0.31,34.6793,262.9,-999,0.74,,,,,
37082_SPT,0.097060956,0.107776545,0.197767332,0.09374743,1.380775552,2.204814465,2.365729134,1.354036607,0.683955029,0.72119248,11.519,0.58,,,42510,-46.7187,-170.911483,64.2,34.681,261.5,,(null),,,,,,,5.95,0.91,,,,4233,0.32,34.6802,262.9,-999,0.72,,,,,
34535_SPT,0.092041229,0.099024058,0.242149727,0.090998127,1.415397673,2.227136943,2.448483549,1.406544275,0.66149037,0.713218923,10.908,0.73,,,42510,-46.71238,-170.91183,132.8,34.71,249.8,,(null),,,,,,,9.05,1.7,,,,4231,0.12,34.7172,251.3,2109.8,0.17,,,,,
